Druivensoort,Zuur,Body / vol,Suiker / zoet,Citrusfruit,Appel,Tropisch fruit,Steenfruit,Meloen,Peer,Noten,Rood fruit,Bloemen,Honing,Kruiden
Stan,4.8,2.4,3.9,4.2,3.9,4.4,1.9,1.5,1.6,1.4,1.4,2.2,1.5,1.8
